Audio File	Transcription
dede_170.mp3	 Die Sozialdemokratie mit ihrem Versprechen größerer Gleichheit und Chancen für alle diente als ideologisches Gegenmittel.
dede_171.mp3	 Tatsächlich waren die meisten Sozialdemokraten erbitterte Gegner des Kommunismus.
dede_172.mp3	 Heute, 70 Jahre später, haben sich große Teile des Konsenses des Jahres 1945 überlebt.
dede_173.mp3	 Wenigen Menschen gelingt es, große Begeisterung für die UNO aufzubringen.
dede_174.mp3	 Der europäische Traum befindet sich in der Krise.
dede_175.mp3	 Und der sozialdemokratische Wohlfahrtsstaat der Nachkriegszeit wird mit jedem Tag stärker ausgehöhlt.
dede_176.mp3	 Dieser Verfall begann in den 1980er Jahren unter Ronald Reagan und Margaret Thatcher.
dede_177.mp3	 Die Neoliberalen nahmen die Kosten der Sozialprogramme und die Partikularinteressen der Gewerkschaften ins Visier.
dede_178.mp3	 Die Bürger, so meinte man, müssten stärker selbstverantwortlich agieren. Staatliche Sozialprogramme würden sie träge und abhängig machen.
dede_179.mp3	 Einer berühmten Formulierung Thatchers zufolge gab es so etwas wie eine Gesellschaft nicht, sondern nur Familien und Individuen, die für sich selbst sorgen sollten.
dede_180.mp3	 Doch dem Konsens des Jahres 1945 wurde ein noch viel stärkerer Schlag versetzt, als wir alle den Zusammenbruch des Sowjetimperiums, der anderen großen Tyrannei des 20. Jahrhunderts, bejubelten.
dede_181.mp3	 Im Jahr 1989 hatte es den Anschein, als ob das dunkle Vermächtnis des Zweiten Weltkriegs, nämlich die Versklavung Osteuropas, schließlich ein Ende gefunden hätte.
dede_182.mp3	 Und in vielerlei Hinsicht war dem auch so.
dede_183.mp3	 Doch mit dem sowjetischen Modell brach auch noch anderes zusammen.
dede_184.mp3	 Die Sozialdemokratie verlor ihre Daseinsberechtigung als Gegenmittel zum Kommunismus.
dede_185.mp3	 Aller Arten linker Ideologie, ja überhaupt alles, was den Beigeschmack des kollektiven Idealismus aufwies, wurde als vielgeleiteter Utopismus betrachtet, der nur in den Gulag führen könne.
dede_186.mp3	 Der Neoliberalismus füllte dieses Vakuum.
dede_187.mp3	 Er brachte einigen Menschen enormen Reichtum, allerdings auf Kosten des Gleichheitsideals, das nach dem Zweiten Weltkrieg entstanden war. Die außerordentliche Resonanz des Buchs »Das Kapital im 21. Jahrhundert« von Thomas Piketty zeigt, wie intensiv die Folgen des Zusammenbruchs der Linken empfunden wurden.
dede_188.mp3	 In den letzten Jahren entwickelten sich auch andere Ideologien, um dem menschlichen Bedürfnis nach kollektiven Idealen gerecht zu werden.
dede_189.mp3	 Der Aufstieg des rechten Populismus ist Ausdruck einer wiederbelebten Sehnsucht nach rein nationalen Gemeinschaften, aus denen Einwanderer und Minderheiten ferngehalten werden.
dede_190.mp3	 Und die amerikanischen Neokonservativen haben den Internationalismus der alten Linken in perverser Weise umgewandelt, indem sie versuchen, mit US-Militärgewalt eine demokratische Weltordnung zu etablieren.
dede_191.mp3	 Die Antwort auf diese alarmierenden Entwicklungen lautet nicht Nostalgie.
dede_192.mp3	 Wir können nicht einfach in die Vergangenheit zurückkehren.
dede_193.mp3	 Dafür hat sich zu viel verändert.
dede_194.mp3	 Aber neue Bestrebungen in Richtung sozialer und wirtschaftlicher Gleichheit sowie internationaler Solidarität sind dringend erforderlich.
dede_195.mp3	 Dabei kann es sich nicht um den gleichen Konsens wie im Jahr 1945 handeln, aber wir wären an diesem Jahrestag gut beraten, uns zu erinnern, warum dieser Konsens überhaupt erzielt wurde.
dede_196.mp3	 100 Jahre Unvermögen
dede_197.mp3	 Berlin die globale Finanz- und Wirtschaftskrise, die 2008 begann, war der größte wirtschaftliche Belastungstest seit der großen Depression und die größte Herausforderung für die gesellschaftlichen und politischen Systeme seit dem Zweiten Weltkrieg.
dede_198.mp3	 Sie brachte nicht nur Finanzmärkte und Währungen in Gefahr, sondern deckte zugleich ernste Regulierungs- und Steuerungsdefizite auf, die noch immer nicht vollständig behoben sind.
dede_199.mp3	 Tatsächlich wird man die Krise von 2008 aller Voraussicht nach als einen Wendepunkt in Erinnerung behalten. Aber nicht, weil sie zu Reformen führte, die die wirtschaftliche Belastbarkeit stärkten und Schwächen beseitigten.
dede_200.mp3	 Im Gegenteil, das Versäumnis der Regierungen, Lehren aus der großen Rezession zu ziehen oder gar zu befolgen, könnte den Weg für eine Reihe neuer wirtschaftlicher und sonstiger Krisen in den kommenden Jahrzehnten bereiten.
dede_201.mp3	 Egal, als wie schwerwiegend sich diese Krisen erweisen, in 100 Jahren werden die Historiker vermutlich an unserer Kurzsichtigkeit verzweifeln.
dede_202.mp3	 Sie werden feststellen, dass sich Analysten und Regulierer eng auf die Reparatur des Finanzsystems konzentrierten, indem sie die nationalen Aufsichtssysteme stärkten.
dede_203.mp3	 Und sie werden darauf verweisen, dass dies zwar ein ehrenwertes Ziel, aber bei weitem nicht die einzige Notwendigkeit war.
dede_204.mp3	 Die Welt dafür zu rüsten, den von Globalisierung und technologischer Entwicklung ausgehenden Herausforderungen auf eine Weise zu begegnen, die ein nachhaltiges und gerechtes Wachstum unterstützt, erfordert die drastische Verbesserung der ordnungspolitischen Institutionen und Regeln auf nationaler wie internationaler Ebene.
dede_205.mp3	 Doch wurde in dieses Unterfangen bisher nicht annähernd genug investiert.
dede_206.mp3	 Von regionalen Einrichtungen wie der Europäischen Union abgesehen, hat sich bei der Steuerung des internationalen Finanzsystems kaum etwas getan.
dede_207.mp3	 Schlimmer noch, weil die partiellen Fehlerkorrekturen am Finanzsystem eine noch stärkere Globalisierung ermöglichen werden, werden sie die Lage letztlich verschlimmern, da die Belastungen, denen der schon jetzt unzureichende Steuerungs- und Regulierungsrahmen ausgesetzt ist, nicht nur im Finanzsektor, sondern auch in anderen Wirtschaften,
dede_208.mp3	 Zugleich dürften die auf die Erzielung höherer Renditen ausgerichteten enormen Finanzinvestitionen die technologische Innovation anheizen und damit die Regulierungssysteme im Finanzsektor und darüber hinaus weiteren Belastungen aussetzen.
dede_209.mp3	 Durch billiges Geld angeheizte bedeutende technologische Fortschritte können an den Märkten zu derart schnellen Veränderungen führen, dass der politische und institutionelle Wandel nicht nachkommt.
dede_210.mp3	 Und es können neue Märkte entstehen, die frühen Anwendern oder Investoren, die davon profitieren, dass sie den nationalen und internationalen Regulierungsbehörden immer mehrere Schritte voraus sind, enorme Gewinne bieten.
dede_211.mp3	 Genau das ist im Vorfeld der Krise von 2008 passiert.
dede_212.mp3	 Neue, durch die Technologie ermöglichte Finanzinstrumente boten einigen Gelegenheit, enorme Summen zu verdienen.
dede_213.mp3	 Doch die Regulierungsbehörden konnten mit den Neuerungen nicht Schritt halten, und diese brachten dann letztlich Risiken hervor, die die gesamte Volkswirtschaft in Mitleidenschaft zogen.
dede_214.mp3	 Dies verweist auf einen grundlegenden Unterschied zwischen den globalen Krisen des 21. Jahrhunderts und beispielsweise der großen Depression der 1930er Jahre oder in der Tat allen vergangenen Krisen am Aktienmarkt.
dede_215.mp3	 Aufgrund des Wachstums des Finanzsektors profitieren mehr Akteure kurzfristig von der unzureichenden Regulierung und schwachen Steuerung, was die Verhinderung heutiger Krisen erschwert.
dede_216.mp3	 Die Lage wird zusätzlich dadurch kompliziert, dass die von den heutigen Krisen betroffenen Systeme deutlich über die Zuständigkeit der einzelnen Regulierungsbehörden hinausreichen.
dede_217.mp3	 Dies macht Krisen deutlich schwerer beherrschbar und ihre Folgen, einschließlich ihres langfristigen Einflusses auf Gesellschaft und Politik, schwerer vorhersehbar.
dede_218.mp3	 Die durch den zunehmenden Nationalismus und eine wachsende Missachtung der Wissenschaften und Tatsachen gestützter politischer Entscheidungen wahrscheinlicher gemachten kommenden Krisen könnten finanzieller Art sein, aber sie könnten auch so unterschiedliche Bereiche wie die Migration, den Handel, den virtuellen Raum, die Umweltverschmutzung und den Klimawandel,
dede_219.mp3	 In all diesen Bereichen sind die nationalen und internationalen ordnungspolitischen Institutionen schwach oder unvollständig ausgebildet. Und es gibt kaum unabhängige Akteure wie etwa Wettstuckgruppen, die Transparenz und Rechenschaftspflicht einfordern.
dede_220.mp3	 Dies erschwert nicht nur die Verhinderung von Krisen, nicht zuletzt, weil es Chancen für Akteure schafft, das System zu manipulieren und die Verantwortung abzuwälzen, sondern auch die Reaktion darauf.
dede_221.mp3	 Die Krise von 2008 wirft ein Schlaglicht darauf, wie schlecht wir es vermögen, schnell auf Katastrophen zu reagieren, insbesondere auf solche, die durch eine Fragmentierung der Ordnungspolitik befeuert werden.
dede_222.mp3	 Natürlich wurden bei der Vorbereitung auf Krisen und ihrer Steuerung Verbesserungen erreicht. Der Governance Report 2018 der Hurt High School zeigt dies.
dede_223.mp3	 Doch wir müssen in einem weiten Spektrum von Bereichen, vom Finanzsektor über digitale Technologien bis hin zum Klimawandel, wachsamer in Bezug auf Entwicklungen werden, die sich den Steuerungskapazitäten der nationalen und internationalen Institutionen entziehen.
dede_224.mp3	 Wir sollten Krisenszenarien und Notfallplanungen für Turbulenzen in all diesen Bereichen durchspielen und verstärkte Schritte unternehmen, um die Risiken abzumildern. Dies schließt die Steuerung des Schuldenniveaus ein, das in den hochentwickelten Volkswirtschaften heute deutlich höher ist als vor der Krise von 2008.
dede_225.mp3	 Zudem sollten wir sicherstellen, dass wir die internationalen Institutionen mit den nötigen Ressourcen und Zuständigkeiten ausstatten.
dede_226.mp3	 Und indem wir diejenigen bestrafen, die die Risiken aus Eigeninteresse verschärfen, würden wir die Legitimität der globalen Ordnungspolitik und der Institutionen, die diese umsetzen sollen, stärken.
dede_227.mp3	 Ein wichtiges Hindernis für die Verhinderung und Steuerung von Krisen ist derzeit die unzureichende grenzübergreifende Koordinierung und Durchsetzung internationaler Abkommen.
dede_228.mp3	 Doch statt diese Schwäche in Angriff zu nehmen, verfällt die Welt neuerlich auf ein veraltetes Modell nationaler Souveränität, das Krisen unterschiedlicher Art wahrscheinlicher macht.
dede_229.mp3	 Sofern wir nicht bald Kurs wechseln, wird die Welt des Jahres 2118 jeden Grund haben, mit Verachtung auf uns herabzuschauen.
dede_230.mp3	 2011 Meine persönliche Odyssee im Weltraum
dede_231.mp3	 Moskau, die meisten Menschen, die mich kennen, halten mich für eine Expertin auf dem Gebiet der Informationstechnologie, die wahrscheinlich in Kalifornien lebt und in angesagte Internet-Startups investiert.
dede_232.mp3	 Tatsächlich habe ich meinen Hauptwohnsitz in New York und demnächst werde ich für fünf Monate nach Russland gehen, um mich in der Sternenstadt, in der Nähe von Moskau, zur Kosmonautin ausbilden zu lassen.
dede_233.mp3	 Verschiedene Wege führten mich dorthin.
dede_234.mp3	 Als Kind dachte ich, dass ich ohne große Anstrengungen meinerseits eines Tages zum Mond fliegen würde.
dede_235.mp3	 Es war für mich klar, dass Reisen ins All eine Selbstverständlichkeit sein würden, wenn ich einmal so um die 40 bin.
dede_236.mp3	 Mein Vater arbeitete am Raumfahrtprogramm der USA mit und daheim hatten wir ein paar Steine vom Mond. Deshalb dachte ich, dass so eine Reise ins All keine große Sache sein kann.
dede_237.mp3	 Anschließend war ich ungefähr 40 Jahre lang anderweitig beschäftigt.
dede_238.mp3	 Vor ein paar Jahren allerdings rückte die Raumfahrt wieder in das Zentrum meiner Aufmerksamkeit.
dede_239.mp3	 Vielen Bekannte aus dem IT-Bereich erging es gleich, Elon Musk, Mitbegründer von PayPal, gründete die Firma SpaceX.
dede_240.mp3	 Jeff Bezos von Amazon etablierte ein Raumfahrtunternehmen namens Blue Origin.
dede_241.mp3	 Jeff Greeson, hochrangiger Manager bei Intel, gründete Axior Aerospace, an dem ich beteiligt bin.
dede_242.mp3	 Und im Jahr 2005, als ich meine Konferenz PC Forum für IT-Unternehmer zum letzten Mal abhielt, initiierte ich eine andere Konferenz namens Fightsco für Unternehmer aus den Bereichen Raumfahrt und private Luftfahrt.
dede_243.mp3	 Im selben Jahr war ich mit einem kleinen Team in Südafrika, um Präsident Thabo Mbeki und seine Regierung in Fragen der IT-Politik zu beraten.
dede_244.mp3	 Ein Mitglied dieses Teams war Mark Shadowworth, Gründer von TATTE, das später an ViriSign verkauft wurde, der erst kurz davor von einer Reise ins All zurückgekehrt war, an der er als zweiter Weltraumtourist teilgenommen hatte.
dede_245.mp3	 Eines Abends saßen wir bei Sonnenuntergang um ein Lagerfeuer, als 50 südafrikanische Schulkinder in Bussen ankamen.
dede_246.mp3	 Zusammen mit Präsident Mbeki bestand die Gruppe aus etwa 100 Personen, die sich um das lodernde Feuer versammelt hatten.
dede_247.mp3	 Nach Einbruch der Dunkelheit wurde eine Leinwand aufgestellt und Marc zeigte uns Videos aus dem Weltraum.
dede_248.mp3	 Er erzählte uns faszinierende Geschichten von seinen Abenteuern und untermalte dies mit Bildern, wo zu sehen war, wie er in der Schwerelosigkeit schwebte und versuchte Tropfen mit seinem Mund zu fangen, und so weiter.
dede_249.mp3	 Die Kinder hatten riesigen Spaß und ich bin mir sicher, dass manche auf der Stelle den Entschluss fassten, Mathematik und Naturwissenschaften zu studieren.
