Audio File	Translation
ruru_224.mp3	На протяжении нескольких десятилетий Китай использовал свои государственные предприятия, чтобы построить важнейшую инфраструктуру, которая помогает развитию китайских рынков.
ruru_225.mp3	И сегодня госпредприятия играют важную роль в социальном инженерстве, а также в научных исследованиях и разработках. Однако их бизнес-модели оказались под угрозой из-за глобализации и появления новых революционных технологий.
ruru_226.mp3	Именно поэтому Си Цзиньпин включил в свой план меры, способствующие дальнейшему открытию рынков, например, применение законодательства о конкуренции для введения рыночного ценообразования, улучшение качества распределения ресурсов и повышение производительности.
ruru_227.mp3	Впрочем, рыночная либерализация в контексте глобализации и быстрых технологических перемен привела к появлению еще одной потенциально опасной тенденции - возникновению ограниченного числа ультрадоминирующих техногигантов.
ruru_228.mp3	Кроме того, темпы либерализации рынков часто опередили прогресс в сфере регулирования и правоприменения, что открывает путь для злоупотреблений, спекуляций и уклонения от налогов.
ruru_229.mp3	В связи с этим, на протяжении последних пяти лет китайские власти усиливали регулирование и контроль за его соблюдением практически во всех секторах.
ruru_230.mp3	это явное противоречие между заявленной целью рыночной либерализации и происходящим в реальности. Ужесточением регулирования, наверное, смущает внешних наблюдателей
ruru_231.mp3	Факт, однако, в том, что решить проблему растущих социальных дисбалансов можно лишь с помощью эффективного государственного вмешательства, которое не допускает захвата государства и тех форм политического паралича, которые могут возникнуть в условиях излишней политической конкуренции.
ruru_232.mp3	Еще одним противоречивым на первый взгляд компонентом плана Си Цзиньпина является его поддержка идеи лидерства партии во всех национальных делах, но при этом обещание укреплять верховенство закона.
ruru_233.mp3	Однако и в этом случае более пристальный взгляд помогает обнаружить стройную логику. Переход к будущему, в котором будет господствовать принцип верховенства закона, потребует преодоления Китаем своего наследия изолированных бюрократических группировок, которые оказывают сопротивление реформам из-за своих корыстных интересов.
ruru_234.mp3	Для выполнения этой задачи требуется сильное руководство.
ruru_235.mp3	В мире, состоящем из разнородных стран, каждая из которых обладает собственной сложной, динамичной и эволюционирующей системой, не может быть единого для всех пути развития.
ruru_236.mp3	Все страны могут стремиться к похожему стилю жизни, деловому климату и социальным системам, но каждая из них достигнет этой цели своим путем, определяемым в соответствии с ее специфическими потребностями, предпочтениями, структурой и историей.
ruru_237.mp3	Для Китая этот путь вперед сейчас очерчен, но при этом имеется понимание, что проложенный маршрут может быть и будет пересмотрен при необходимости.
ruru_238.mp3	Сто лет некомпетентности.
ruru_239.mp3	Берлин Глобальный финансово-экономический кризис, начавшийся в 2008 году, стал самым большим экономическим стресс-тестом со времен Великой депрессии и самой большой проблемой для социальных и политических систем после Второй мировой войны.
ruru_240.mp3	Он не только ставит под угрозу финансовые рынки и валюты, он также выявил серьезные недостатки в области регулирования и управления, которые еще предстоит решить в полном объеме.
ruru_241.mp3	На самом деле кризис 2008 года скорее всего запомнится как решающий момент, но не потому, что он привел к реформам, которые укрепили экономическую устойчивость и устранили уязвимость.
ruru_242.mp3	Напротив из-за неспособности лидеров разглядеть, а тем более действовать, в ближайшие десятилетия уроки великой рецессии могут открыть путь к ряду новых как экономических, так и других кризисов.
ruru_243.mp3	Какими бы серьезными ни оказались эти кризисы спустя столетия, историки, вероятно, всего будут в отчаянии от нашей недальновидности.
ruru_244.mp3	Они обратят внимание на то, что аналитики и регуляторы были тесно ориентированы на укрепление финансовой системы за счет усиления национальных режимов надзора.
ruru_245.mp3	Хотя это была достойная цель, историки подчеркнут, что это был далеко не единственный императив.
ruru_246.mp3	Чтобы подготовить мир к решению проблем, связанных с глобализацией и технологическим развитием, таким образом, чтобы поддерживать устойчивый и справедливый рост, необходимо значительно улучшить институты управления и нормативные положения как на национальном, так и на международном уровнях.
ruru_247.mp3	Вместе с тем, на эти усилия было потрачено недостаточно усилий.
ruru_248.mp3	Кроме региональных органов, таких как Европейский союз, международное финансовое управление в основном остается неохваченным.
ruru_249.mp3	Что еще хуже, поскольку частичные корректировки финансовой системы будут способствовать еще большей глобализации, они в конечном итоге усугубят ситуацию из-за усиления давления на и без того неадекватное управление и нормативные рамки не только в сфере финансов, но и в других экономических и технологических областях.
