Audio File	Translation
dede_185.mp3	aller arten linker ideologie ja überhaupt alles was den beigeschmack des kollektiven idealismus aufwies wurde als fehlgeleiterter utopismus betrachtet der nur in den gulag führen könne
dede_186.mp3	Der Neoliberalismus füllte dieses Vakuum.
dede_187.mp3	er brachte einigen menschen enormen reichtum allerdings auf kosten des gleichheitsideals das nach dem zweiten weltkrieg entstanden war die außerordentliche resonanz des buchs das kapital im jahrhundert von thomas picchetti zeigt wie intensiv die folgen des zusammenbruchs der linken empfunden wurden
dede_188.mp3	In den letzten Jahren entwickelten sich auch andere Ideologien, um dem menschlichen Bedürfnis nach kollektiven Idealen gerecht zu werden.
dede_189.mp3	Der Aufstieg des rechten Populismus ist Ausdruck einer wiederbelebten Sehnsucht nach rein nationalen Gemeinschaften, aus denen Einwanderer und Minderheiten fern gehalten werden.
dede_190.mp3	Und die amerikanischen Neokonservativen haben den Internationalismus der alten Linken in perverser Weise umgewandelt, indem sie versuchen, mit US-Militärgewalt eine demokratische Weltordnung zu etablieren.
dede_191.mp3	Die Antwort auf diese alarmierenden Entwicklungen lautet nicht Nostalgie.
dede_192.mp3	Wir können nicht einfach in die Vergangenheit zurückkehren.
dede_193.mp3	Dafür hat sich zu viel verändert.
dede_194.mp3	Aber neue Bestrebungen in Richtung sozialer und wirtschaftlicher Gleichheit sowie internationaler Solidarität sind dringend erforderlich.
dede_195.mp3	dabei kann es sich nicht um den gleichen konsens wie im jahr handeln aber wir wären an diesem jahrestag gut beraten uns zu erinnern warum dieser konsens überhaupt erzielt wurde
dede_196.mp3	100 Jahre Unvermögen.
dede_197.mp3	berlin die globale finanz und wirtschaftskrise die begann war der größte wirtschaftliche belastungstest seit der großen depression und die größte herausforderung für die gesellschaftlichen und politischen systeme seit dem zweiten weltkrieg
dede_198.mp3	Sie brachte nicht nur Finanzmärkte und Währungen in Gefahr, sondern deckte zugleich ernste Regulierungs- und Steuerungsdefizite auf, die noch immer nicht vollständig behoben sind.
dede_199.mp3	tatsächlich wird man die krise von aller vorausschauung nach als einen wendepunkt in erinnerung behalten aber nicht weil sie zu reformen führte die die wirtschaftliche belastbarkeit stärkten und schwächen beseitigten
dede_200.mp3	im gegenteil das versäumnis der regierungen lehren aus der großen rezession zu ziehen oder gar zu befolgen könnte den weg für eine reihe neuer wirtschaftlicher und sonstiger krisen in den kommenden jahrzehnten bereiten
dede_201.mp3	Egal, als wie schwerwiegend sich diese Krisen erweisen, in hundert Jahren werden die Historiker vermutlich an unserer Kurzsichtigkeit verzweifeln.
dede_202.mp3	Sie werden feststellen, dass sich Analysten und Regulierer eng auf die Reparatur des Finanzsystems konzentrierten, indem sie die nationalen Aufsichtssysteme stärkten.
dede_203.mp3	Und Sie werden darauf verweisen, dass dies zwar ein ehrenwertes Ziel, aber bei weitem nicht die einzige Notwendigkeit war.
dede_204.mp3	die welt dafür zu rüsten den von globalisierung und technologischer entwicklung ausgehenden herausforderungen auf eine weise zu begegnen die ein nachhaltiges und gerechtes wachstum unterstützt erfordert die drastische verbesserung der ordnungspolitischen institutionen und regeln auf nationaler wie internationaler ebene
dede_205.mp3	Doch wurde in dieses Unterfangen bisher nicht annähernd genug investiert.
dede_206.mp3	Von regionalen Einrichtungen wie der Europäischen Union abgesehen, hat sich bei der Steuerung des internationalen Finanzsystems kaum etwas getan.
dede_207.mp3	schlimmer noch weil die partiellen fehlerkorrekturen am finanzsystem eine noch stärkere globalisierung ermöglichen werden werden sie die lage letztlich verschlimmern da die belastungen denen der schon jetzt unzureichende steuerungs und regulierungsrahmen ausgesetzt ist nicht nur im finanzsektor sondern auch in anderen wirtschafts und technologiezweigen zunehmen
dede_208.mp3	Zugleich dürften die auf die Erzielung höherer Renditen ausgerichteten enormen Finanzinvestitionen die technologische Innovation anheizen und damit die Regulierungssysteme im Finanzsektor und darüber hinaus weiteren Belastungen aussetzen.
dede_209.mp3	Durch billiges Geld angehitzte bedeutende technologische Fortschritte können an den Märkten zu derart schnellen Veränderungen führen, dass der politische und institutionelle Wandel nicht nachkommt.
dede_210.mp3	und es können neue märkte entstehen die frühen anwendern oder investoren die davon profitieren daß sie den nationalen und internationalen regulierungsbehörden immer mehrere schritte voraus sind enorme gewinne bieten
dede_211.mp3	Genau das ist im Vorfeld der Krise von 2008 passiert.
dede_212.mp3	Neue, durch die Technologie ermöglichte Finanzinstrumente boten einigen Gelegenheit, enorme Summen zu verdienen.
dede_213.mp3	Doch die Regulierungsbehörden konnten mit den Neuerungen nicht Schritt halten und diese brachten dann letztlich Risiken hervor, die die gesamte Volkswirtschaft in Mitleidenschaft zogen.
dede_214.mp3	Dies verweist auf einen grundlegenden Unterschied zwischen den globalen Krisen des 21. Jahrhunderts und beispielsweise der Großen Depression der 1930er Jahre oder in der Tat allen vergangenen Krisen am Aktienmarkt.
dede_215.mp3	Aufgrund des Wachstums des Finanzsektors profitieren mehr Akteure kurzfristig von der unzureichenden Regulierung und schwachen Steuerung, was die Verhinderung heutiger Krisen erschwert.
dede_216.mp3	Die Lage wird zusätzlich dadurch kompliziert, dass die von den heutigen Krisen betroffenen Systeme deutlich über die Zuständigkeit der einzelnen Regulierungsbehörden hinausreichen.
dede_217.mp3	Dies macht Krisen deutlich schwerer beherrschbar und ihre Folgen, einschließlich ihres langfristigen Einflusses auf Gesellschaft und Politik, schwerer vorhersehbar.
dede_218.mp3	die durch den zunehmenden nationalismus und eine wachsende mißachtung der wissenschaften und tatsachen gestützten politischen entscheidungen wahrscheinlicher gemacht kommenden krisen könnten finanzieller art sein aber sie könnten auch so unterschiedliche bereiche wie die migration den handel den virtuellen raum die umweltschmutzung und den klimawandel einbeziehen
dede_219.mp3	In all diesen Bereichen sind die nationalen und internationalen ordnungspolitischen Institutionen schwach oder unvollständig ausgebildet und es gibt kaum unabhängige Akteure wie etwa Wetztuckgruppen, die Transparenz und Rechenschaftspflicht einfordern.
dede_220.mp3	dies erschwert nicht nur die verhinderung von krisen nicht zuletzt weil es chancen für akteure schafft das system zu manipulieren und die verantwortung abzuwälzen sondern auch die reaktion darauf
dede_221.mp3	Die Krise von 2008 wirft ein Schlaglicht darauf, wie schlecht wir es vermögen, schnell auf Katastrophen zu reagieren, insbesondere auf solche, die durch eine Fragmentierung der Ordnungspolitik befeuert werden.
dede_222.mp3	Natürlich wurden bei der Vorbereitung auf Krisen und ihrer Steuerung Verbesserungen erreicht. Der Governance Report 2018 der Hurt High School zeigt dies.
dede_223.mp3	Doch wir müssen in einem weiten Spektrum von Bereichen vom Finanzsektor über digitale Technologien bis hin zum Klimawandel wachsamer werden in Bezug auf Entwicklungen, die sich den Steuerungskapazitäten der nationalen und internationalen Institutionen entziehen.
dede_224.mp3	wir sollten krisenszenarien und notfallplanungen für turbulenzen in all diesen bereichen durchspielen und verstärkte schritte unternehmen um die risiken abzumildern dies schließt die steuerung des schuldenniveaus ein das in den hochentwickelten volkswirtschaften heute deutlich höher ist als vor der krise von
dede_225.mp3	Zudem sollten wir sicherstellen, dass wir die internationalen Institutionen mit den nötigen Ressourcen und Zuständigkeiten ausstatten.
dede_226.mp3	Und indem wir diejenigen bestrafen, die die Risiken aus Eigeninteresse verschärfen, würden wir die Legitimität der globalen Ordnungspolitik und der Institutionen, die diese umsetzen sollen, stärken.
dede_227.mp3	Ein wichtiges Hindernis für die Verhinderung und Steuerung von Krisen ist derzeit die unzureichende grenzüberschreitende Koordinierung und Durchsetzung internationaler Abkommen.
dede_228.mp3	doch statt diese schwäche in angriff zu nehmen verfällt die welt neuerlich auf ein veraltetes modell nationaler souveränität das krisen unterschiedlicher art wahrscheinlicher macht
dede_229.mp3	Sofern wir nicht bald Kurs wechseln, wird die Welt des Jahres 2118 jeden Grund haben, mit Verachtung auf uns herabzuschauen.
dede_230.mp3	2011: Meine persönliche Odyssee im Weltraum.
dede_231.mp3	moskau die meisten menschen die mich kennen halten mich für eine expertin auf dem gebiet der informationstechnologie die wahrscheinlich in kalifornien lebt und in angesagte internetstartups investiert
dede_232.mp3	tatsächlich habe ich meinen hauptwohnsitz in new york und demnächst werde ich für fünf monate nach rußland gehen um mich in der sternenstadt in der nähe von moskau zur kosmonautin ausbilden zu lassen
dede_233.mp3	Verschiedene Wege führten mich dorthin.
dede_234.mp3	Als Kind dachte ich, dass ich ohne große Anstrengungen meinerseits eines Tages zum Mond fliegen würde.
dede_235.mp3	Es war für mich klar, dass Reisen ins All eine Selbstverständlichkeit sein würden, wenn ich einmal so um die vierzig bin.
dede_236.mp3	mein vater arbeitete am raumfahrtprogramm der usa mit und daheim hatten wir ein paar steine vom mond deshalb dachte ich daß so eine reise ins all keine große sache sein kann
dede_237.mp3	Anschließend war ich ungefähr 40 Jahre lang anderweitig beschäftigt.
dede_238.mp3	Vor ein paar Jahren allerdings rückte die Raumfahrt wieder in das Zentrum meiner Aufmerksamkeit.
dede_239.mp3	Vielen Bekannter aus dem IT-Bereich erging es gleich: Elon Musk, Mitbegründer von PayPal, gründete die Firma SpaceX.
dede_240.mp3	Jeff Bezos von Amazon etablierte ein Raumfahrtunternehmen namens Blue Origin.
dede_241.mp3	Jeff Grieson, hochrangiger Manager bei Intel, gründete Axior Aerospace, an dem ich beteiligt bin.
dede_242.mp3	Und im Jahr 2005 als ich meine Konferenz PC Forum für IT-Unternehmer zum letzten Mal abhielt, initiierte ich eine andere Konferenz namens Voitzko für Unternehmer aus den Bereichen Raumfahrt und private Luftfahrt.
dede_243.mp3	Im selben Jahr war ich mit einem kleinen Team in Südafrika, um Präsident Habombeki und seine Regierung in Fragen der IT-Politik zu beraten.
dede_244.mp3	ein mitglied dieses teams war mark shuttleworth gründer von tatte das später an verisayn verkauft wurde der erst kurz davor von einer reise ins all zurückgekehrt war an der er als zweiter weltraumtourist teilgenommen hatte
dede_245.mp3	Eines Abends saßen wir bei Sonnenuntergang um ein Lagerfeuer, als 50 südafrikanische Schulkinder in Bussen ankamen.
dede_246.mp3	Zusammen mit Präsident Mbeki bestand die Gruppe aus etwa 100 Personen, die sich um das lodernde Feuer versammelt hatten.
dede_247.mp3	Nach Einbruch der Dunkelheit wurde eine Leinwand aufgestellt und Mark zeigte uns Videos aus dem Weltraum.
dede_248.mp3	er erzählte uns faszinierende geschichten von seinen abenteuern und untermalte dies mit bildern wo zu sehen war wie er in der schwerelosigkeit schwebte und versuchte tropfen mit seinem mund zu fangen u s w
dede_249.mp3	Die Kinder hatten riesigen Spaß und ich bin mir sicher, dass manche auf der Stelle den Entschluß faßten, Mathematik und Naturwissenschaften zu studieren.
